,title,rating,price,no_of_ratings,product_url,product_description,Manufacturer,asin
36,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",4.0 out of 5 stars,999,961,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G,"Innovative Design, AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.    Large Storage, There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls    Light weight & Durable, It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.    Shoulder Straps, Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.    Specifications,- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.",Appario Retail Private Ltd,B07CJCGM1M
37,Baggit Women Hobo Handbag (ROSE),4.2 out of 5 stars,1999,177,https://www.amazon.in/Baggit-Autumn-Winter-Leather-Womens-Handbag/dp/B08SCDTRKP,"Cruelty-free material    Rose exterior    Main zip compartment    Front zipper    Long adjustable handle    Size, M    Made in India | Leading fashion brand since 30 years    6 months warranty",Cocoblu Retail,B07CJCGM1M
38,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,3.9 out of 5 stars,595,"2,126",https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4,"SPACIOUS AND LIGHTWEIGHT, Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort     COMFORT WITH QUALITY, This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.     SMART & TRENDY LOOKS, This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.     ENDURING & LONG LASTING, This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Style Name, Casual; Pocket Description, Utility Pocket; Compartment Description, Up To 17 Inches; Age Range Description, Adult;Pattern Name, Solid     OTHER FEATURES, Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",Half_Moon,B07CJCGM1M
39,NIVIA Basic Duffle Polyester Bag/ Gym Bags/ Adjustable Shoulder Bag for Men/ Duffle Gym Bags for Men/ Fitness Bag/ Carry Bags/ Sports & Travel Bag/ Sports Kit/ Duffle Bags Travel (Black/Grey),3.9 out of 5 stars,849,329,https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS,"Strong stitching at major stress points provide long-lasting durability against daily activities    Mesh side water bottle pocket. Adjustable shoulder strap.    This bag is made out of high tensile Main large compartment with double zip closure. Tough high durability fabricpolyester fabric which is known for being strong and water-repellent    High quality double zippers, easy to access. Highly water-resistant finish to save inner items from water splashes    Comes in attractive color combinations.",RetailEZ Pvt Ltd,B07CJCGM1M
40,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag,4.2 out of 5 stars,239,"7,166",https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S,"Strong stitching at major stress points provide long-lasting durability against daily activities. Main compartment with zip closure    Durable zippers and enhanced by strong stitching at major stress points    Lightweight and fold-able, It's easy to fold up into small compact space.    Water-resistant finish to save inner items from water splashes .    Optimum quality of accessories and zipper for smoother functioning and high durability",RetailEZ Pvt Ltd,B07CJCGM1M
41,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",4.0 out of 5 stars,449,348,https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1,"PERFECT SIZE & STORAGE SPACE, Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack .    Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling    COMFY & STURDY, Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .    Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    MULTIPURPOSE & SIZE, 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.    strap_type, Shoulder Strap",Appario Retail Private Ltd,B07CJCGM1M
42,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",4.9 out of 5 stars,512,41,https://www.amazon.in/FUR-JADEN-Backpack-Accessories-Organiser/dp/B0BSHBH9K2,"Care Instructions, Wipe with Damp Cloth    Essence, This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets, A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised.    Multi Functional, This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe.    Ergonomic Design, The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.    Dimensions, 48 CM (H) x 30CM (W) x 15CM (D). Weight, 450 Grams. Volume, 22L    Warranty, 1 Year Manufacturer Warranty Against Manufacturing Defects.",RetailEZ Pvt Ltd,B07CJCGM1M
43,NETTIE Cotton Carry Bag with Strap and Drawstring for Yoga Mat- Big Size,4.1 out of 5 stars,1199,979,https://www.amazon.in/NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J,"PLEASE NOTE, Suitable for Yoga Mat With 5MM TO 10MM THICKNESS AND DIMENSIONS UP TO 2 FT WIDTH X 6 FT. LENGTH. Cotton carry bag for yoga mat for storing and carrying your yoga mat with ease    Made of premium grade cotton material    High quality drawstring rope for closure    Cross strap for carrying on shoulder with ease    Reinforced base with double-stitch for srtength and durability",Trucom and Delivered by Amazon.,B07CJCGM1M
44,Lino Perros leatherette Tote Bag,4.3 out of 5 stars,198,"2,533",https://www.amazon.in/Lino-Perros-Womens-Tote-Pink/dp/B07JN9G66H,"Pink leatherette Tote Bag    Material Type , leatherette    28 Centimeters Height X 38 Centimeters Length X 8 Centimeters Width    Closure Type , Zip    Do not expose to extreme heat",Cocoblu Retail,B07CJCGM1M
45,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",4.0 out of 5 stars,1123,348,https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR,"PERFECT SIZE & STORAGE SPACE, Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack .    COMPREHENSIVE WORKSPACE, Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. It can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men .bags for travelling.    COMFY & STURDY, Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .    COMPACT AND EASY TO CARRY, Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    MULTIPURPOSE & SIZE, 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.",Appario Retail Private Ltd,B07CJCGM1M
46,American Tourister Casual Backpack,4.1 out of 5 stars,512,"14,190",https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG,"Laptop Compatibility, No, Strap Type, Adjustable    Outer Material, Polyester, Color, Blue    Water Resistance, Water resistant, Capacity, 29 liters; Dimensions, 33 x 51 x 22 cms (LxHxW)    Number of Wheels, 0, Number of compartments, 3    Mesh Padding on back & shoulder strap to provide comfort & better back support",RetailEZ Pvt Ltd,B07CJCGM1M
47,Gear Polyester 23 Cms Travel Bag(DUFCRSTNG0104_Black),4.3 out of 5 stars,1239,"1,859",https://www.amazon.in/Gear-Training-Travel-Black-Grey-DUFCRSTNG0104/dp/B098FFTDKT,"Ergonomically Designed , Spacious with Multiple Pockets , Intuitive Access , Lightweight , Easily Adjustable Shoulder Strap , Cushioned Grab Handle , Padded Base    3 External Zippered Pockets , 1 Mesh Stash Pocket    Outer material type, Polyester    Item Package Weight , 340.0 grams",RetailEZ Pvt Ltd,B07CJCGM1M
48,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,4.1 out of 5 stars,512,"4,860",https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ,"PREMIUM QUALITY MATERIAL, This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.    LIGHTWEIGHT AND MULTIFUNCTIONAL, It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.    EXCELLENT DETAILS, The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.    DIMENSION, External, 16 x 12 x 3 inch; Dimension, 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch, Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.    BENNETT Warranty, Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.",Appario Retail Private Ltd,B07CJCGM1M
49,SAFARI 15 Ltrs Sea Blue Casual/School/College Backpack (DAYPACKNEO15CBSEB),4.0 out of 5 stars,299,"17,773",https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,"Outer Material, Polyester, Color, Sea Blue    Not water resistant. With Rain Cover,No    Capacity, 15 liters; Weight, 200 grams; Dimensions, 12 cms x 27 cms x 41 cms (LxWxH)    Number of compartments, 2; Laptop Compatibility, No    Age Range Description, Kid; Closure Type, Drawstring; Pocket Description, Utility Pocket    Drawstring, 2 Compartments, Compact Size",RetailEZ Pvt Ltd,B07CJCGM1M
